ActorID,ActorName,ACTOR_TYPE,USUAL_SUSPECTS,size,imports
85,Media_Literacy_Project,Non_Profit,0,7,"RTS_CONCERN.social_justice-anti-discrimination,RTS_CONCERN.citizens_speech_rights,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.race-gender-class,ISSUE.digital_divide"
86,MediaSmarts,Non_Profit,0,4,"RTS_CONCERN.protection_of_vulnerable_populations,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_controls-notice_and_consent,ISSUE.children-youth"
87,MelonCard,Tool,0,5,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection"
88,Microsoft,Private_Sector,0,6,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_controls-notice_and_consent,ISSUE.law_enforcement_public_safety,ISSUE.energy,ISSUE.e-commerce,ISSUE.children-youth"
89,Mike_Atallah,Academic-Researcher,0,3,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_security,ISSUE.e-commerce"
90,MobileScope,Tool,0,6,"PRIVTECH_CONCERN.data_collection,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_security,RTS_CONCERN.consumer_protection,RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,RTS_CONCERN.protection_of_vulnerable_populations"
91,Mozilla,Private_Sector,0,4,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.e-commerce"
92,Nathan_Good,Academic-Researcher,0,5,"RTS_CONCERN.consumer_protection,RTS_CONCERN.citizens_speech_rights,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_controls-notice_and_consent,ISSUE.copyright"
93,National_Association_of_Consumer_Advocates,Non_Profit,1,9,"RTS_CONCERN.protection_of_vulnerable_populations,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.finances,ISSUE.e-commerce"
94,National_Consumers_League,Non_Profit,1,11,"RTS_CONCERN.social_justice-anti-discrimination,RTS_CONCERN.protection_of_vulnerable_populations,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.notice_and_consent,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls,PRIVTECH_CONCERN.data_collection,ISSUE.finances,ISSUE.e-commerce,ISSUE.children-youth"
95,National_Health_Council,US_National_Level),0,8,"RTS_CONCERN.protection_of_vulnerable_populations,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_controls-notice_and_consent,ISSUE.health,ISSUE.e-government"
96,National_Telecommunications_and_Information_Administration,US_National_Level),0,8,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.law_enforcement_public_safety,ISSUE.finances,ISSUE.e-commerce,ISSUE.children-youth"
97,Nick_Doty,Academic-Researcher,0,9,"RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.e-commerce"
98,Ninghui_Li,Academic-Researcher,0,4,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.notice_and_consent,PRIVTECH_CONCERN.data_controls,ISSUE.e-commerce"
99,Norwegian_Consumer_Council,Foreign_National_Level),0,9,"RTS_CONCERN.protection_of_vulnerable_populations,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.health,ISSUE.finances,ISSUE.e-commerce,ISSUE.children-youth"
100,Ofcom_,Foreign_National_Level),0,12,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.notice_and_consent,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls,PRIVTECH_CONCERN.data_collection,ISSUE.health,ISSUE.finances,ISSUE.e-government,ISSUE.digital_divide,ISSUE.children-youth"
101,Office_of_the_Privacy_Commissioner,Foreign_National_Level),0,14,"RTS_CONCERN.social_justice-anti-discrimination,RTS_CONCERN.protection_of_vulnerable_populations,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_collection,ISSUE.labor_workplace,ISSUE.health,ISSUE.finances,ISSUE.e-government,ISSUE.e-commerce,ISSUE.children-youth"
102,Office_of_the_Privacy_Commissioner_of_Canada_,Foreign_National_Level),0,8,"RTS_CONCERN.protection_of_vulnerable_populations,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.law_enforcement_public_safety,ISSUE.e-government,ISSUE.digital_divide,ISSUE.children-youth"
103,OpenMedia.ca,Non_Profit,0,6,"RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_collection,ISSUE.national_security,ISSUE.law_enforcement_public_safety"
104,Organisation_for_Economic_Co-operation_and_Development,International_Bodies,0,7,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.e-commerce"
105,Ostel,Tool,0,6,"RTS_CONCERN.protection_of_vulnerable_populations,RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection"
106,Pam_Samuelson,Academic-Researcher,0,4,"RTS_CONCERN.consumer_protection,RTS_CONCERN.citizens_speech_rights,PRIVTECH_CONCERN.data_collection,ISSUE.copyright"
107,Patient_Privacy_Rights,Non_Profit,0,9,"RTS_CONCERN.protection_of_vulnerable_populations,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,ISSUE.health,ISSUE.e-government"
108,Patricia_Bellia,Academic-Researcher,0,5,"RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.national_security,ISSUE.law_enforcement_public_safety"
109,Paul_Ohm,Academic-Researcher,0,6,"RTS_CONCERN.consumer_protection,RTS_CONCERN.citizens_speech_rights,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.copyright"
110,Paul_Schwartz,Academic-Researcher,0,11,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.national_security,ISSUE.law_enforcement_public_safety,ISSUE.health,ISSUE.finances,ISSUE.e-government"
111,"Paula_J._Bruening,_Hunton_&_Williams",Attorney-Litigator,0,8,"RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_security,ISSUE.national_security,ISSUE.law_enforcement_public_safety,ISSUE.e-government"
112,Peoples_Production_House,Non_Profit,0,7,"RTS_CONCERN.social_justice-anti-discrimination,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.race-gender-class,ISSUE.digital_divide"
113,Peter_Swire,Academic-Researcher,0,13,"RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.national_security,ISSUE.labor_workplace,ISSUE.health,ISSUE.finances,ISSUE.energy,ISSUE.e-government,ISSUE.e-commerce"
114,Privacy_Bird,Tool,0,3,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection"
115,Privacy_Bucket,Tool,0,4,"RTS_CONCERN.consumer_protection_,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_collection,ISSUE.e-commerce"
116,Privacy_Coalition,Non_Profit,0,10,"RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_collection,ISSUE.law_enforcement_public_safety,ISSUE.labor_workplace,ISSUE.e-commerce"
117,Privacy_International,Non_Profit,0,9,"RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,RTS_CONCERN.consumer_protection,RTS_CONCERN.citizens_speech_rights,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_collection,ISSUE.national_security,ISSUE.law_enforcement_public_safety,ISSUE.finances"
118,Privacy_Rights_Clearinghouse,Non_Profit,0,11,"RTS_CONCERN.protection_of_vulnerable_populations,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_collection,ISSUE.labor_workplace,ISSUE.health,ISSUE.finances,ISSUE.e-government,ISSUE.e-commerce,ISSUE.children-youth"
119,PrivacyActivism,Non_Profit,0,7,"RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,RTS_CONCERN.citizens_speech_rights,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_collection,ISSUE.law_enforcement_public_safety,ISSUE.e-government,ISSUE.e-commerce"
120,ProPublica,Non_Profit,1,7,"RTS_CONCERN.consumer_protection,RTS_CONCERN.citizens_speech_rights,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.national_security,ISSUE.law_enforcement_public_safety"
121,Public_Knowledge,Non_Profit,1,4,"RTS_CONCERN.citizens_speech_rights,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.copyright"
122,Rebecca_Balebako,Academic-Researcher,0,4,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.e-commerce"
123,Reclaim_the_Media,Non_Profit,0,5,"RTS_CONCERN.social_justice-anti-discrimination,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls,ISSUE.race-gender-class,ISSUE.digital_divide"
124,"Robert_D._Belfort,_Manatt,_Phelps_&_Phillips_LLP",Attorney-Litigator,0,6,"RTS_CONCERN.protection_of_vulnerable_populations,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_controls-notice_and_consent,ISSUE.health,ISSUE.e-government"
125,Ryan_Calo,Academic-Researcher,0,7,"RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.national_security,ISSUE.law_enforcement_public_safety,ISSUE.e-commerce"
126,Serge_Egelman,Academic-Researcher,0,3,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_controls-notice_and_consent,ISSUE.e-commerce"
127,SpiderOak_,Tool,0,3,"RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,RTS_CONCERN.citizens_speech_rights,PRIVTECH_CONCERN.data_security"
128,Stealthier_,Tool,0,3,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection"
129,Stephen_Schulhofer,Academic-Researcher,0,8,"RTS_CONCERN.social_justice-anti-discrimination,RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.national_security,ISSUE.law_enforcement_public_safety"
130,Strategic_Healthcare_IT_Advanced_Research_Projects_on_Security,US_National_Level),0,8,"RTS_CONCERN.protection_of_vulnerable_populations,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,ISSUE.health"
131,Tactical_Technology_Collective,Non_Profit,0,9,"RTS_CONCERN.social_justice-anti-discrimination,RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,RTS_CONCERN.citizens_speech_rights,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.national_security,ISSUE.law_enforcement_public_safety,ISSUE.digital_divide"
132,The_Constitution_Project,Non_Profit,1,8,"RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls,PRIVTECH_CONCERN.data_collection,ISSUE.national_security,ISSUE.law_enforcement_public_safety"
133,The_Peoples_Channel_&_Durham_Community_Media,Non_Profit,0,7,"RTS_CONCERN.social_justice-anti-discrimination,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.race-gender-class,ISSUE.digital_divide"
134,The_Praxis_Project,Non_Profit,0,4,"RTS_CONCERN.social_justice-anti-discrimination,PRIVTECH_CONCERN.data_collection,ISSUE.race-gender-class,ISSUE.digital_divide"
135,Tor,Tool,0,7,"RTS_CONCERN.protection_of_vulnerable_populations,RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,RTS_CONCERN.consumer_protection,RTS_CONCERN.citizens_speech_rights,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection"
136,TosBack,Tool,0,3,"RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_controls-notice_and_consent"
137,TrackerScan,Tool,0,4,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.e-commerce"
138,TrackMeNot,Tool,0,5,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.e-commerce"
139,Transatlantic_Consumer_Dialogue,Non_Profit,0,11,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.health,ISSUE.finances,ISSUE.e-commerce,ISSUE.children-youth"
141,TrueCrypt,Tool,0,5,PRIVTECH_CONCERN.data_security
142,US_Dept_of_Health_and_Human_Services,US_National_Level),0,8,"RTS_CONCERN.protection_of_vulnerable_populations,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_storage,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,ISSUE.health,ISSUE.e-government,,,,,,,,,"
143,USPIRG,Non_Profit,1,6,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.race-gender-class,ISSUE.e-commerce"
144,Wendy_Seltzer,Academic-Researcher,0,6,"RTS_CONCERN.consumer_protection,RTS_CONCERN.citizens_speech_rights,PRIVTECH_CONCERN.data_sharing,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.copyright"
145,WhatApp.org,Tool,0,3,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection"
146,Which?,Non_Profit,0,8,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.health,ISSUE.finances,ISSUE.e-commerce"
147,White_House_Office_of_Science_and_Technology_Policy,US_National_Level),0,3,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_controls-notice_and_consent,ISSUE.e-government"
148,World_Privacy_Forum,Non_Profit,1,12,"RTS_CONCERN.social_justice-anti-discrimination,RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_profiling,PRIVTECH_CONCERN.data_identification,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection,ISSUE.labor_workplace,ISSUE.health,ISSUE.finances,ISSUE.e-government,ISSUE.digital_divide"
149,Wuala,Tool,0,5,"RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,RTS_CONCERN.citizens_speech_rights,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection"
150,Yauba,Tool,0,3,"RTS_CONCERN.consumer_protection,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection"
151,Zfone,Tool,0,6,"RTS_CONCERN.protection_of_vulnerable_populations,RTS_CONCERN.freedom_from_government_surveillance-civil_liberties,RTS_CONCERN.citizens_speech_rights,PRIVTECH_CONCERN.data_security,PRIVTECH_CONCERN.data_controls-notice_and_consent,PRIVTECH_CONCERN.data_collection"
,,,,,
